time_s,envelope
19.86,-0.12597121
19.865,-0.12572682
19.87,-0.12476934
19.875,-0.123336
19.88,-0.12712647
19.885,-0.12530866
19.89,-0.12529123
19.895,-0.12578203
19.9,-0.12393628
19.905,-0.12585656
19.91,-0.12605165
19.915,-0.12490796
19.92,-0.12519142
19.925,-0.12421043
19.93,-0.12611842
19.935,-0.12551992
19.94,-0.12653233
19.945,-0.12510498
19.95,-0.12643929
19.955,-0.12586768
19.96,-0.12749276
19.965,-0.12672211
19.97,-0.12578163
19.975,-0.12514372
19.98,-0.12502588
19.985,-0.12688632
19.99,-0.12541416
19.995,-0.12624237
20.0,-0.12546834
20.005,-0.1248669
20.01,-0.12554434
20.015,-0.12665763
20.02,-0.12559393
20.025,-0.12640028
20.03,-0.12324769
20.035,-0.1256757
20.04,-0.12661491
20.045,-0.12667423
